TITULO:
FRONESIS-REVISTA DE FILOSOFIA JURIDICA SOCIAL Y POLITICA
FRONTERA NORTE
GACETA  DE CARACAS
GACETA  ESPIRITUANA
GACETA MEDICA DE CARACAS
GACETA MEDICA ESPIRITUANA
GACETA SANITARIA
GALAXIA SAO PAULO
GAYANA
GAYANA BOTANICA
GENETICS AND MOLECULAR BIOLOGY
GEN-REVISTA DE LA SOCIEDAD VENEZOLANA DE GASTROENTEROLOGIA
GEOACTA-ARGENTINA
GEOFISICA INTERNACIONAL
GESTION Y POLITICA PUBLICA
HACIA LA PROMOCION DE LA SALUD
HEALTH SA GESONDHEID
HISTORELO-REVISTA DE HISTORIA REGIONAL Y LOCAL
HISTORIA CIENCIAS SAUDE-MANGUINHOS
HISTORIA CRITICA
HISTORIA DA EDUCACAO
HISTORIA-HISTORICAL ASSOCIATION OF SOUTH AFRICA
HISTORIA-SANTIAGO
HISTORIA-SAO PAULO
HORIZONTES ANTROPOLOGICOS
HORTICULTURA BRASILEIRA
HTS TEOLOGIESE STUDIES-THEOLOGICAL STUDIES
HUMANIDADES MEDICAS
IDEAS Y VALORES
IHERINGIA SERIE ZOOLOGIA
IKALA-REVISTA DE LENGUAJE Y CULTURA
INDEX DE ENFERMERIA
INDO-PACIFIC JOURNAL OF PHENOMENOLOGY
INFECTIO
INFORMACION CULTURA Y SOCIEDAD
INFORMACION TECNOLOGICA
INGENIARE-REVISTA CHILENA DE INGENIERIA
INGENIERIA E INVESTIGACION
INGENIERIA ELECTRONICA AUTOMATICA Y COMUNICACIONES
INGENIERIA ENERGETICA
INGENIERIA HIDRAULICA Y AMBIENTAL
INGENIERIA INDUSTRIAL
INGENIERIA INVESTIGACION Y TECNOLOGIA
INGENIERIA MECANICA
INGENIERIA Y CIENCIA
INGENIERIA Y DESARROLLO
INGENIERIA Y UNIVERSIDAD
INNOVAR-REVISTA DE CIENCIAS ADMINISTRATIVAS Y SOCIALES
INSUFICIENCIA CARDIACA
INTERACOES
INTERCIENCIA
INTERCOM-REVISTA BRASILEIRA DE CIENCIAS DA COMUNICACAO
INTERDISCIPLINARIA
INTERFACE-COMUNICACAO SAUDE EDUCACAO
INTERNATIONAL ARCHIVES OF OTORHINOLARYNGOLOGY
INTERNATIONAL BRAZ J UROL
INTERNATIONAL JOURNAL OF MORPHOLOGY
INTERNATIONAL JOURNAL OF ODONTOSTOMATOLOGY
INTERNATIONAL LAW
INTERSEDES
INVESTIGACION BIBLIOTECOLOGICA
INVESTIGACION CLINICA
INVESTIGACION Y DESARROLLO
INVESTIGACION Y EDUCACION EN ENFERMERIA
INVESTIGACIONES GEOGRAFICAS
INVESTIGACIONES MARINAS
INVET
JISTEM-JOURNAL OF INFORMATION SYSTEMS AND TECHNOLOGY MANAGEMENT
JORNAL BRASILEIRO DE NEFROLOGIA
JORNAL BRASILEIRO DE PATOLOGIA E MEDICINA LABORATORIAL
JORNAL BRASILEIRO DE PNEUMOLOGIA
JORNAL BRASILEIRO DE PSIQUIATRIA
JORNAL DE PEDIATRIA
JORNAL PORTUGUES DE GASTRENTEROLOGIA
JORNAL VASCULAR BRASILEIRO
JOURNAL OF APPLIED ORAL SCIENCE
JOURNAL OF APPLIED RESEARCH AND TECHNOLOGY
JOURNAL OF ARGENTINE CHEMICAL SOCIETY
JOURNAL OF COLOPROCTOLOGY
JOURNAL OF ECONOMICS FINANCE AND ADMINISTRATIVE SCIENCE
JOURNAL OF ENERGY IN SOUTHERN AFRICA
JOURNAL OF MICROWAVES OPTOELECTRONICS AND ELECTROMAGNETIC APPLICATIONS
JOURNAL OF SEED SCIENCE
JOURNAL OF SOIL SCIENCE AND PLANT NUTRITION
JOURNAL OF TECHNOLOGY MANAGEMENT INNOVATION
JOURNAL OF THE BRAZILIAN CHEMICAL SOCIETY
JOURNAL OF THE CHILEAN CHEMICAL SOCIETY
JOURNAL OF THE MEXICAN CHEMICAL SOCIETY
JOURNAL OF THE SOUTH AFRICAN INSTITUTION OF CIVIL ENGINEERING
JOURNAL OF THE SOUTH AFRICAN VETERINARY ASSOCIATION
JOURNAL OF THE SOUTHERN AFRICAN INSTITUTE OF MINING AND METALLURGY
JOURNAL OF THEORETICAL AND APPLIED ELECTRONIC COMMERCE RESEARCH
JOURNAL OF VENOMOUS ANIMALS AND TOXINS INCLUDING TROPICAL DISEASES
KOEDOE
KOERS
KRITERION-REVISTA DE FILOSOFIA
KRONOS
LATIN AMERICAN JOURNAL OF AQUATIC RESEARCH
LATIN AMERICAN JOURNAL OF ECONOMICS
LATIN AMERICAN JOURNAL OF SEDIMENTOLOGY AND BASIN ANALYSIS
LATIN AMERICAN JOURNAL OF SOLIDS AND STRUCTURES
LECTURAS DE ECONOMIA
LEGAL DE COSTA RICA
LENGUAJE
LETRAS
LIBERABIT-REVISTA DE PSICOLOGIA
LINGUAGEM EM DISCURSO
LITERATURA Y LINGUISTICA
LUA NOVA-REVISTA DE CULTURA E POLITICA
LUNA AZUL
MACHADO DE ASSIS EM LINHA
MADERAS-CIENCIA Y TECNOLOGIA
MANA-ESTUDOS DE ANTROPOLOGIA SOCIAL
MANUSCRITO
MASTOZOOLOGIA NEOTROPICAL
MATERIALS RESEARCH-IBERO-AMERICAN JOURNAL OF MATERIALS
MATERIA-RIO DE JANEIRO
MEDICC REVIEW
MEDICINA LEGAL DE COSTA RICA
MEDICINA ORAL PATOLOGIA ORAL Y CIRUGIA BUCAL
MEDICINA Y SEGURIDAD DEL TRABAO
MEDICINA-BUENOS AIRES
MEDISAN
MEMORIA AMERICANA
MEMORIA Y SOCIEDAD
MEMORIAS DO INSTITUTO OSWALDO CRUZ
MIGRACIONES INTERNACIONALES
MOTRICIDADE
MOTRIZ-REVISTA DE EDUCACAO FISICA
MULTEQUINA
NASCER E CRESCER
NAUPLIUS
NEFROLOGIA
NEOTROPICAL ICHTHYOLOGY
NOMADAS
NOVOS ESTUDOS-CEBRAP
NUCLEO
NUCLEUS-CUBA
NUTRICION HOSPITALARIA
OBRAS Y PROYECTOS
OLD TESTAMENT ESSAYS
ONDERSTEPOORT JOURNAL OF VETERINARY RESEARCH
OPCION
OPINIAO PUBLICA
ORGANIZACOES & SOCIEDADE
ORIENTACION Y SOCIEDAD
PAIDEIA
PALABRA CLAVE
PAPEIS AVULSOS DE ZOOLOGIA-SAO PAULO
PAPEL POLITICO
PAPELES DE POBLACION
PAPELES DE TRABAJO-CENTRO DE ESTUDIOS INTERDISCIPLINARIOS EN ETNOLINGUISTICAS Y ANTROPOLOGIA SOCIO-CULTURAL
PASTOS Y FORRAJES
PEDIATRIA ATENCION PRIMARIA
PENSAMIENTO & GESTION
PENSAMIENTO PSICOLOGICO
PERFILES EDUCATIVOS
PERFILES LATINOAMERICANOS
PERSONA Y BIOETICA
PERSPECTIVAS EM CIENCIA DA INFORMACAO
PESQUISA AGROPECUARIA BRASILEIRA
PESQUISA AGROPECUARIA TROPICAL
PESQUISA OPERACIONAL
PESQUISA VETERINARIA BRASILEIRA
PHYTON-INTERNATIONAL JOURNAL OF EXPERIMENTAL BOTANY
PLANTA DANINHA
POBLACION Y SOCIEDAD
POLIMEROS-CIENCIA E TECNOLOGIA
POLIS-REVISTA LATINOAMERICA
POLITICA CRIMINAL
POLITICA Y CULTURA
POLITICA Y GOBIERNO
PORTUGALIAE ELECTROCHIMICA ACTA
PORTUGUESE JOURNAL OF NEPHROLOGY & HYPERTENSION
POSTDATA
PRAXIS FILOSOFICA
PROBLEMAS DEL DESARROLLO
PRODUCAO
PROYECCIONES
PSICOLOGIA
PSICOLOGIA & SOCIEDADE
PSICOLOGIA CLINICA
PSICOLOGIA DESDE EL CARIBE
PSICOLOGIA EM ESTUDO
PSICOLOGIA ESCOLAR E EDUCACIONAL
PSICOLOGIA SAUDE & DOENCAS
PSICOLOGIA USP
PSICOLOGIA-CIENCIA E PROFISSAO
PSICOLOGIA-REFLEXAO E CRITICA
PSICOLOGIA-TEORIA E PESQUISA
PSICOPERSPECTIVAS
PSICO-USF
PSYCHOLOGIA-AVANCES DE LA DISCIPLINA
PSYCHOLOGY & NEUROSCIENCE
PSYCHOLOGY IN SOCIETY
QUIMICA NOVA
RADIOLOGIA BRASILEIRA
RAE-ELETRONICA
RAE-REVISTA DE ADMINISTRACAO DE EMPRESAS
RAM-REVISTA DE ADMINISTRACAO MACKENZIE
READ-REVISTA ELETRONICA DE ADMINISTRACAO
REGION Y SOCIEDAD
RELACIONES-ZAMORA
RELACOES INTERNACIONIAS-R I
RELIGIAO & SOCIEDADE
REVISTA AMERICANA DE MEDICINA RESPIRATORIA
REVISTA ANDALUZA DE MEDICINA DEL DEPORTE
REVISTA ARCHIVO MEDICO DE CAMAGUEY
REVISTA ARGENTINA DE CARDIOLOGIA
REVISTA ARGENTINA DE CIRUGIA
REVISTA ARGENTINA DE DERMATOLOGIA
REVISTA ARGENTINA DE ENDOCRINOLOGIA Y METABOLISMO
REVISTA ARGENTINA DE MICROBIOLOGIA
REVISTA ARGENTINA DE RADIOLOGIA
REVISTA ARVORE
REVISTA BRASILEIRA DE ANESTESIOLOGIA
REVISTA BRASILEIRA DE CARDIOLOGIA INVASIVA
REVISTA BRASILEIRA DE CIENCIA DO SOLO
REVISTA BRASILEIRA DE CIENCIA POLITICA
REVISTA BRASILEIRA DE CIENCIAS DO ESPORTE
REVISTA BRASILEIRA DE CIENCIAS SOCIAIS
REVISTA BRASILEIRA DE CIRURGIA CARDIOVASCULAR
REVISTA BRASILEIRA DE EDUCACAO
REVISTA BRASILEIRA DE EDUCACAO ESPECIAL
REVISTA BRASILEIRA DE EDUCACAO FISICA E ESPORTE
REVISTA BRASILEIRA DE EDUCACAO MEDICA
REVISTA BRASILEIRA DE ENFERMAGEM
REVISTA BRASILEIRA DE ENGENHARIA AGRICOLA E AMBIENTAL
REVISTA BRASILEIRA DE ENGENHARIA BIOMEDICA
REVISTA BRASILEIRA DE ENSINO DE FISICA
REVISTA BRASILEIRA DE ENTOMOLOGIA
REVISTA BRASILEIRA DE EPIDEMIOLOGIA
REVISTA BRASILEIRA DE ESTUDOS DE POPULACAO
REVISTA BRASILEIRA DE ESTUDOS PEDAGOGICOS
REVISTA BRASILEIRA DE FARMACOGNOSIA-BRAZILIAN JOURNAL OF PHARMACOGNOSY
REVISTA BRASILEIRA DE FRUTICULTURA
REVISTA BRASILEIRA DE GERIATRIA E GERONTOLOGIA
REVISTA BRASILEIRA DE GINECOLOGIA E OBSTETRICIA
REVISTA BRASILEIRA DE HEMATOLOGIA E HEMOTERAPIA
REVISTA BRASILEIRA DE HISTORIA
REVISTA BRASILEIRA DE LINGUISTICA APLICADA
REVISTA BRASILEIRA DE MEDICINA DO ESPORTE
REVISTA BRASILEIRA DE METEOROLOGIA
REVISTA BRASILEIRA DE OFTALMOLOGIA
REVISTA BRASILEIRA DE ORTOPEDIA
REVISTA BRASILEIRA DE PARASITOLOGIA VETERINARIA
REVISTA BRASILEIRA DE PLANTAS MEDICINAIS
REVISTA BRASILEIRA DE POLITICA INTERNACIONAL
REVISTA BRASILEIRA DE PSIQUIATRIA
REVISTA BRASILEIRA DE REUMATOLOGIA
REVISTA BRASILEIRA DE SAUDE E PRODUCAO ANIMAL
REVISTA BRASILEIRA DE SAUDE MATERNO INFANTIL
REVISTA BRASILEIRA DE SAUDE OCUPACIONAL
REVISTA BRASILEIRA DE TERAPIA INTENSIVA
REVISTA BRASILEIRA DE ZOOTECNIA-BRAZILIAN JOURNAL OF ANIMAL SCIENCE
REVISTA CEFAC
REVISTA CERES
REVISTA CHAPINGO SERIE CIENCIAS FORESTALES Y DEL AMBIENTE
REVISTA CHAPINGO SERIE HORTICULTURA
REVISTA CHILENA DE CARDIOLOGIA
REVISTA CHILENA DE CIRUGIA
REVISTA CHILENA DE DERECHO
REVISTA CHILENA DE DERECHO PRIVADO
REVISTA CHILENA DE ENFERMEDADES RESPIRATORIAS
REVISTA CHILENA DE INFECTOLOGIA
REVISTA CHILENA DE LITERATURA
REVISTA CHILENA DE NEURO-PSIQUIATRIA
REVISTA CHILENA DE NUTRICION
REVISTA CHILENA DE OBSTETRICIA Y GINECOLOGIA
REVISTA CHILENA DE PEDIATRIA-CHILE
REVISTA CHILENA DE RADIOLOGIA
REVISTA CIENCIA AGRONOMICA
REVISTA CIENCIAS DE LA SALUD
REVISTA CIENCIAS TECNICAS AGROPECUARIAS
REVISTA CIENTIFICA-FACULTAD DE CIENCIAS VETERINARIAS
REVISTA CLINICA DE  DE FAMILIA
REVISTA CLINICA DE MEDICINA DE FAMILIA
REVISTA CLINICA DE PERIODONCIA IMPLANTOLOGIA Y REHABILITACION ORAL
REVISTA COLOMBIANA DE ANESTESIOLOGIA
REVISTA COLOMBIANA DE BIOTECNOLOGIA
REVISTA COLOMBIANA DE CARDIOLOGIA
REVISTA COLOMBIANA DE CIENCIAS HORTICOLAS
REVISTA COLOMBIANA DE CIENCIAS PECUARIAS
REVISTA COLOMBIANA DE CIENCIAS QUIMICO FARMACEUTICAS
REVISTA COLOMBIANA DE CIRUGIA
REVISTA COLOMBIANA DE EDUCACION
REVISTA COLOMBIANA DE ENTOMOLOGIA
REVISTA COLOMBIANA DE ESTADISTICA
REVISTA COLOMBIANA DE GASTROENTEROLOGIA
REVISTA COLOMBIANA DE MATEMATICAS
REVISTA COLOMBIANA DE OBSTETRICIA Y GINECOLOGIA
REVISTA COLOMBIANA DE PSIQUIATRIA
REVISTA COLOMBIANA DE REUMATOLOGIA
REVISTA COSTARRICENSE DE CARDIOLOGIA
REVISTA COSTARRICENSE DE SALUD PUBLICA
REVISTA CUBANA DE  GENERAL INTEGRAL
REVISTA CUBANA DE  MILITAR
REVISTA CUBANA DE ANESTESIOLOGIA Y REANIMACION
REVISTA CUBANA DE CIENCIAS INFORMATICAS
REVISTA CUBANA DE CIRUGIA
REVISTA CUBANA DE ENDOCRINOLOGIA
REVISTA CUBANA DE ENFERMERIA
REVISTA CUBANA DE ESTOMATOLOGIA
REVISTA CUBANA DE FARMACIA
REVISTA CUBANA DE HEMATOLOGIA INMUNOLOGIA Y HEMOTERAPIA
REVISTA CUBANA DE HIGIENE Y EPIDEMIOLOGIA
REVISTA CUBANA DE INFORMACION EN CIENCIAS DE LA SALUD
REVISTA CUBANA DE INFORMATICA MEDICA
REVISTA CUBANA DE INVESTIGACIONES BIOMEDICAS
REVISTA CUBANA DE MEDICINA
REVISTA CUBANA DE MEDICINA GENERAL INTEGRAL
REVISTA CUBANA DE MEDICINA MILITAR
REVISTA CUBANA DE MEDICINA TROPICAL
REVISTA CUBANA DE OBSTETRICIA Y GINECOLOGIA
REVISTA CUBANA DE OFTALMOLOGIA
REVISTA CUBANA DE ORTOPEDIA Y TRAUMATOLOGIA
REVISTA CUBANA DE PEDIATRIA
REVISTA CUBANA DE PLANTAS MEDICINALES
REVISTA CUBANA DE SALUD PUBLICA
REVISTA DA ASSOCIACAO MEDICA BRASILEIRA
REVISTA DA EDUCACAO FISICA-UEM
REVISTA DA ESCOLA DE ENFERMAGEM DA USP
REVISTA DA SOCIEDADE BRASILEIRA DE  TROPICAL
REVISTA DA SOCIEDADE BRASILEIRA DE MEDICINA TROPICAL
REVISTA DE ADMINISTRACAO CONTEMPORANEA
REVISTA DE ADMINISTRACAO PUBLICA
REVISTA DE ADMINISTRACAO-SAO PAULO
REVISTA DE ANALISIS ECONOMICO
REVISTA DE BIOLOGIA MARINA Y OCEANOGRAFIA
REVISTA DE BIOLOGIA TROPICAL
REVISTA DE CIENCIA POLITICA
REVISTA DE CIENCIA Y TECNOLOGIA
REVISTA DE CIENCIAS AGRARIAS
REVISTA DE CIENCIAS MEDICAS DE PINAR DEL RIO
REVISTA DE DERECHO
REVISTA DE DERECHO PRIVADO
REVISTA DE DERECHO-COLUMBIA
REVISTA DE DERECHO-VALDIVIA
REVISTA DE DERECHO-VALPARAISO
REVISTA DE ECONOMIA CONTEMPORANEA
REVISTA DE ECONOMIA DEL CARIBE
REVISTA DE ECONOMIA E SOCIOLOGIA RURAL
REVISTA DE ECONOMIA INSTITUCIONAL
REVISTA DE ECONOMIA POLITICA
REVISTA DE ENFERMAGEM REFERENCIA
REVISTA DE ESTUDIOS HISTORICO-JURIDICOS
REVISTA DE ESTUDIOS SOCIALES
REVISTA DE FILOSOFIA
REVISTA DE GASTROENTEROLOGIA DEL PERU
REVISTA DE GEOGRAFIA NORTE GRANDE
REVISTA DE HISTORIA AMERICANA Y ARGENTINA
REVISTA DE HISTORIA DEL DERECHO
REVISTA DE INVESTIGACIONES AGROPECUARIAS
REVISTA DE INVESTIGACIONES VETERINARIAS DEL PERU
REVISTA DE LA ASOCIACION ARGENTINA DE ORTOPEDIA Y TRAUMATOLOGIA
REVISTA DE LA ASOCIACION ESPANOLA DE NEUROPSIQUIATRIA
REVISTA DE LA CONSTRUCCION
